feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:105325990	LOC105325990	uncharacterized LOC105325990	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682166	LOC117682166	S-crystallin SL11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347354	LOC105347354	peptidase inhibitor 15-A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270646	LOC136270646	uncharacterized LOC136270646	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342383	LOC105342383	rhamnose-binding lectin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333260	LOC105333260	uncharacterized LOC105333260	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338466	LOC105338466	uncharacterized LOC105338466	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330650	LOC105330650	uncharacterized LOC105330650	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318688	LOC105318688	serine/arginine repetitive matrix protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340064	LOC105340064	lysosomal thioesterase PPT2-A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340717	LOC105340717	uncharacterized LOC105340717	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269924	LOC136269924	uncharacterized LOC136269924	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336384	LOC105336384	major facilitator superfamily domain-containing protein 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341060	LOC105341060	integrin beta-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346963	LOC105346963	uncharacterized LOC105346963	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689973	LOC117689973	uncharacterized LOC117689973	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683634	LOC117683634	sarcoplasmic calcium-binding protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275285	LOC136275285	uncharacterized LOC136275285	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275709	LOC136275709	glutathione S-transferase A-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338048	LOC105338048	uncharacterized LOC105338048	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326651	LOC105326651	guanine nucleotide-binding protein-like 3 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317104	LOC105317104	uncharacterized LOC105317104	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270216	LOC136270216	uncharacterized LOC136270216	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345643	LOC105345643	uncharacterized LOC105345643	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272440	LOC136272440	uncharacterized LOC136272440	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341583	LOC105341583	GH3 domain-containing protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323788	LOC105323788	acetylcholine receptor subunit alpha-type acr-16	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275410	LOC136275410	neurocan core protein-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342571	LOC105342571	fibropellin-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335087	LOC105335087	uncharacterized LOC105335087	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347043	LOC105347043	uncharacterized LOC105347043	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342707	LOC105342707	uncharacterized LOC105342707	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271522	LOC136271522	uncharacterized LOC136271522	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269553	LOC136269553	uncharacterized LOC136269553	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324910	LOC105324910	alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332554	LOC105332554	uncharacterized LOC105332554	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109618487	LOC109618487	uncharacterized LOC109618487	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274566	LOC136274566	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681391	LOC117681391	uncharacterized LOC117681391	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340901	LOC105340901	protein diaphanous homolog 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342741	LOC105342741	uncharacterized LOC105342741	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335004	LOC105335004	alpha-tocopherol transfer protein-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343015	LOC105343015	uncharacterized LOC105343015	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270126	LOC136270126	uncharacterized LOC136270126	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322401	LOC105322401	uncharacterized LOC105322401	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269788	LOC136269788	uncharacterized LOC136269788	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319787	LOC105319787	proton-coupled folate transporter-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345043	LOC105345043	uncharacterized LOC105345043	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346002	LOC105346002	ensconsin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331000	LOC105331000	nicotinate phosphoribosyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330858	LOC105330858	uncharacterized LOC105330858	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342410	LOC105342410	uncharacterized protein K02A2.6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318742	LOC105318742	electron transfer flavoprotein beta subunit lysine methyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680326	LOC117680326	hydroxyproline dehydrogenase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339026	LOC105339026	cys-loop ligand-gated ion channel	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321996	LOC105321996	neuropilin and tolloid-like protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271499	LOC136271499	uncharacterized LOC136271499	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345288	LOC105345288	protein ELYS	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335891	LOC105335891	uncharacterized LOC105335891	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349227	LOC105349227	kinesin-like protein KIFC3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338979	LOC105338979	calcitonin receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343358	LOC105343358	phenylalanine--tRNA ligase beta subunit	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325033	LOC105325033	cell adhesion molecule 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687970	LOC117687970	perlucin-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276487	LOC136276487	uncharacterized LOC136276487	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683017	LOC117683017	uncharacterized LOC117683017	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327769	LOC105327769	dynein axonemal heavy chain 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329452	LOC105329452	cytoplasmic FMR1-interacting protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317745	LOC105317745	ninjurin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681442	LOC117681442	uncharacterized LOC117681442	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342118	LOC105342118	U3 small nucleolar RNA-associated protein 4 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337044	LOC105337044	dipeptidyl peptidase 9	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324648	LOC105324648	uncharacterized LOC105324648	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322179	LOC105322179	caspase-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317301	LOC105317301	uncharacterized LOC105317301	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335526	LOC105335526	uncharacterized LOC105335526	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687097	LOC117687097	uncharacterized LOC117687097	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334301	LOC105334301	G2/M phase-specific E3 ubiquitin-protein ligase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336841	LOC105336841	zinc finger protein Xfin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336000	LOC105336000	uncharacterized LOC105336000	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348867	LOC105348867	short transient receptor potential channel 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324846	LOC105324846	stalled ribosome sensor GCN1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326947	LOC105326947	uncharacterized LOC105326947	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329354	LOC105329354	uncharacterized LOC105329354	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347974	LOC105347974	G2/mitotic-specific cyclin-B3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337702	LOC105337702	uncharacterized LOC105337702	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274981	LOC136274981	uncharacterized LOC136274981	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342314	LOC105342314	monocarboxylate transporter 12	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318541	LOC105318541	large ribosomal subunit protein eL21	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332681	LOC105332681	ankyrin repeat domain-containing protein 55	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348083	LOC105348083	MAP kinase-interacting serine/threonine-protein kinase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276467	LOC136276467	uncharacterized LOC136276467	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340685	LOC105340685	neuronal PAS domain-containing protein 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688081	LOC117688081	uncharacterized LOC117688081	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332388	LOC105332388	uncharacterized LOC105332388	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329808	LOC105329808	salivary glue protein Sgs-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318339	LOC105318339	C2 domain-containing protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333180	LOC105333180	uncharacterized LOC105333180	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681599	LOC117681599	uncharacterized LOC117681599	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276316	LOC136276316	coiled-coil domain-containing protein 112-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682292	LOC117682292	uncharacterized LOC117682292	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342749	LOC105342749	uncharacterized LOC105342749	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328431	LOC105328431	atrial natriuretic peptide receptor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322313	LOC105322313	phosphoglycerate kinase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321235	LOC105321235	pre-mRNA-splicing factor CWC22 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346986	LOC105346986	trichohyalin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338511	LOC105338511	uncharacterized LOC105338511	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327152	LOC105327152	uncharacterized LOC105327152	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270156	LOC136270156	uncharacterized LOC136270156	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336616	LOC105336616	cell division cycle 7-related protein kinase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321558	LOC105321558	START domain-containing protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274717	LOC136274717	uncharacterized LOC136274717	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330969	LOC105330969	oxidoreductase HTATIP2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321099	LOC105321099	MTOR-associated protein MEAK7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332672	LOC105332672	BLOC-1-related complex subunit 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337856	LOC105337856	uncharacterized LOC105337856	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269699	LOC136269699	glycine receptor subunit beta-type 4-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317252	LOC105317252	tripartite motif-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318899	LOC105318899	uncharacterized LOC105318899	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347180	LOC105347180	uncharacterized LOC105347180	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275358	LOC136275358	protein wech-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347685	LOC105347685	cytosolic 10-formyltetrahydrofolate dehydrogenase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324233	LOC105324233	phosphofurin acidic cluster sorting protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343525	LOC105343525	myb-like protein X	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333100	LOC105333100	programmed cell death protein 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326368	LOC105326368	serine/threonine-protein kinase PLK4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345752	LOC105345752	uncharacterized LOC105345752	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328004	LOC105328004	calmodulin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332273	LOC105332273	ficolin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339180	LOC105339180	BRCA1-associated ATM activator 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274515	LOC136274515	uncharacterized LOC136274515	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338883	LOC105338883	radial spoke head protein 4 homolog A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275739	LOC136275739	uncharacterized LOC136275739	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338529	LOC105338529	calcium-activated potassium channel slo-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109617882	LOC109617882	uncharacterized LOC109617882	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339394	LOC105339394	uncharacterized LOC105339394	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318915	LOC105318915	sperm flagellar protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330227	LOC105330227	isocitrate dehydrogenase [NADP] cytoplasmic	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329255	LOC105329255	fibropellin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327400	LOC105327400	uncharacterized LOC105327400	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319600	LOC105319600	uncharacterized LOC105319600	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329137	LOC105329137	uncharacterized LOC105329137	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333986	LOC105333986	uncharacterized LOC105333986	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345807	LOC105345807	hypothetical protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269970	LOC136269970	uncharacterized LOC136269970	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321876	LOC105321876	coiled-coil domain-containing protein 12	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333576	LOC105333576	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318722	LOC105318722	ubiquitin recognition factor in ER-associated degradation protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331317	LOC105331317	uncharacterized LOC105331317	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271636	LOC136271636	uncharacterized protein KIAA1958-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322088	LOC105322088	WD repeat-containing protein 11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686606	LOC117686606	uncharacterized LOC117686606	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322735	LOC105322735	uncharacterized LOC105322735	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325313	LOC105325313	uncharacterized LOC105325313	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688940	LOC117688940	uncharacterized LOC117688940	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345813	LOC105345813	CCAAT/enhancer-binding protein gamma	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335618	LOC105335618	uncharacterized LOC105335618	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274625	LOC136274625	uncharacterized LOC136274625	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318891	LOC105318891	MAM domain-containing glycosylphosphatidylinositol anchor protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328808	LOC105328808	tudor domain-containing protein 7B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325570	LOC105325570	uncharacterized LOC105325570	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338660	LOC105338660	hypothetical protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348580	LOC105348580	synaptic vesicle membrane protein VAT-1 homolog-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337902	LOC105337902	G-protein coupled receptor dmsr-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684159	LOC117684159	uncharacterized LOC117684159	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343587	LOC105343587	GPI transamidase component PIG-T	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336611	LOC105336611	fibroblast growth factor receptor 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333455	LOC105333455	uncharacterized LOC105333455	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334514	LOC105334514	steroid 17-alpha-hydroxylase/17,20 lyase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109620504	LOC109620504	uncharacterized LOC109620504	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332589	LOC105332589	U4/U6 small nuclear ribonucleoprotein Prp31	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335779	LOC105335779	uncharacterized LOC105335779	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321149	LOC105321149	crossover junction endonuclease MUS81	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332800	LOC105332800	kyphoscoliosis peptidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692304	LOC117692304	atlastin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333224	LOC105333224	AP-2 complex subunit alpha-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325687	LOC105325687	transcription factor 19	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322136	LOC105322136	caveolin-3	protein_coding	GCF_963853765.1-RS_2024_06
