feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:109618837	LOC109618837	uncharacterized LOC109618837	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334238	LOC105334238	homeobox protein dve-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343237	LOC105343237	uncharacterized LOC105343237	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319975	LOC105319975	protein artemis	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340215	LOC105340215	death-associated protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339616	LOC105339616	ubiquitin-like modifier-activating enzyme 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336870	LOC105336870	threonine synthase-like 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345233	LOC105345233	E3 ubiquitin-protein ligase PDZRN3-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336123	LOC105336123	centrosomal protein of 89 kDa	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342304	LOC105342304	cytosol aminopeptidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321021	LOC105321021	RNA-binding protein with serine-rich domain 1-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317783	LOC105317783	hexokinase type 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272465	LOC136272465	protein mab-21-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346768	LOC105346768	bromodomain-containing protein 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274681	LOC136274681	FERM, ARHGEF and pleckstrin domain-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109618803	LOC109618803	A-kinase anchor protein 9	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342314	LOC105342314	monocarboxylate transporter 12	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331213	LOC105331213	aladin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327337	LOC105327337	oxysterol-binding protein-related protein 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345805	LOC105345805	FMRFamide receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272868	LOC136272868	uncharacterized LOC136272868	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325934	LOC105325934	filamin-A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317558	LOC105317558	jmjC domain-containing protein E	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344042	LOC105344042	nuclear receptor ROR-beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329886	LOC105329886	dynein axonemal heavy chain 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269805	LOC136269805	N-acetylneuraminate lyase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270624	LOC136270624	uncharacterized LOC136270624	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328887	LOC105328887	sodium/glucose cotransporter 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324988	LOC105324988	macrophage mannose receptor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334178	LOC105334178	solute carrier organic anion transporter family member 4A1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344540	LOC105344540	metabotropic glutamate receptor 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337852	LOC105337852	probable G-protein coupled receptor CG31760	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686392	LOC117686392	uncharacterized LOC117686392	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320268	LOC105320268	diacylglycerol lipase-alpha	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317131	LOC105317131	uncharacterized LOC105317131	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342412	LOC105342412	cyclin-D-binding Myb-like transcription factor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322769	LOC105322769	contactin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343475	LOC105343475	calsyntenin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333214	LOC105333214	battenin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341821	LOC105341821	DDB1- and CUL4-associated factor 15	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320575	LOC105320575	MAM and LDL-receptor class A domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344634	LOC105344634	cytochrome P450 3A5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340118	LOC105340118	uncharacterized LOC105340118	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319801	LOC105319801	uncharacterized LOC105319801	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344277	LOC105344277	ubiquitin carboxyl-terminal hydrolase isozyme L5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319375	LOC105319375	macrophage migration inhibitory factor homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342667	LOC105342667	uncharacterized LOC105342667	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619157	LOC109619157	protein fem-1 homolog C	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322823	LOC105322823	perlucin-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330349	LOC105330349	glutamic acid-rich protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346890	LOC105346890	E3 ubiquitin-protein ligase TRIM71	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275015	LOC136275015	fibropellin-1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339421	LOC105339421	uncharacterized LOC105339421	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321129	LOC105321129	src kinase-associated phosphoprotein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688273	LOC117688273	uncharacterized LOC117688273	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318507	LOC105318507	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321699	LOC105321699	uncharacterized LOC105321699	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686077	LOC117686077	uncharacterized LOC117686077	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346738	LOC105346738	autotransporter adhesin BpaC	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683194	LOC117683194	E3 ubiquitin-protein ligase TRIM71	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333267	LOC105333267	mitochondrial import inner membrane translocase subunit Tim10-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345545	LOC105345545	E3 ubiquitin-protein ligase TRIM71	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317561	LOC105317561	uncharacterized LOC105317561	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690034	LOC117690034	uncharacterized LOC117690034	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337662	LOC105337662	F-box only protein 22	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320196	LOC105320196	multiple coagulation factor deficiency protein 2 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348778	LOC105348778	uncharacterized LOC105348778	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324348	LOC105324348	mitochondrial coenzyme A diphosphatase NUDT8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321067	LOC105321067	fibropellin-1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681380	LOC117681380	proton-coupled zinc antiporter SLC30A2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320925	LOC105320925	potassium voltage-gated channel protein egl-36-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333700	LOC105333700	probable methyltransferase-like protein 24	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619616	LOC109619616	uncharacterized LOC109619616	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345026	LOC105345026	histone-lysine N-trimethyltransferase SMYD5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338187	LOC105338187	zinc transporter ZIP4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339757	LOC105339757	uncharacterized LOC105339757	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337286	LOC105337286	tetraspanin-18	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682673	LOC117682673	leucine-rich repeat protein SHOC-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338392	LOC105338392	uncharacterized LOC105338392	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320702	LOC105320702	uncharacterized LOC105320702	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348618	LOC105348618	limbic system-associated membrane protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340931	LOC105340931	uncharacterized LOC105340931	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344902	LOC105344902	uncharacterized LOC105344902	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336044	LOC105336044	uncharacterized LOC105336044	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329187	LOC105329187	beta-1,4-glucuronyltransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336383	LOC105336383	AP-5 complex subunit sigma-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327990	LOC105327990	solute carrier family 25 member 44	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346008	LOC105346008	cell adhesion molecule Dscam1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319508	LOC105319508	uncharacterized LOC105319508	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319410	LOC105319410	serine-rich adhesin for platelets	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321518	LOC105321518	p53 apoptosis effector related to PMP-22	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684665	LOC117684665	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348232	LOC105348232	uncharacterized LOC105348232	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347904	LOC105347904	uncharacterized LOC105347904	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345816	LOC105345816	large ribosomal subunit protein mL38	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339169	LOC105339169	uncharacterized LOC105339169	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320181	LOC105320181	tumor necrosis factor receptor superfamily member 16	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330410	LOC105330410	uncharacterized LOC105330410	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329986	LOC105329986	transmembrane protein 138	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332311	LOC105332311	sesquipedalian-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317891	LOC105317891	uncharacterized LOC105317891	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681507	LOC117681507	uncharacterized LOC117681507	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339455	LOC105339455	protein cereblon	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348721	LOC105348721	low-density lipoprotein receptor-related protein 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272583	LOC136272583	uncharacterized LOC136272583	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337181	LOC105337181	uncharacterized LOC105337181	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324460	LOC105324460	synaptogenesis protein syg-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328771	LOC105328771	uncharacterized LOC105328771	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343025	LOC105343025	uncharacterized LOC105343025	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331761	LOC105331761	procathepsin L	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347431	LOC105347431	phosphatidylinositol-glycan-specific phospholipase D	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275309	LOC136275309	serine-rich adhesin for platelets-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318339	LOC105318339	C2 domain-containing protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340412	LOC105340412	(R)-specific enoyl-CoA hydratase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319141	LOC105319141	tripartite motif-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347166	LOC105347166	E3 ubiquitin-protein ligase RNF181	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273497	LOC136273497	ultra-long-chain fatty acid omega-hydroxylase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341407	LOC105341407	E3 ubiquitin-protein ligase TRIM23	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330100	LOC105330100	TPR and ankyrin repeat-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341665	LOC105341665	prefoldin subunit 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340860	LOC105340860	E3 ubiquitin-protein ligase PPP1R11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332229	LOC105332229	thioredoxin-like protein 4B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331593	LOC105331593	DNA replication complex GINS protein PSF2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344772	LOC105344772	DNA repair protein complementing XP-C cells	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325810	LOC105325810	cullin-associated NEDD8-dissociated protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342922	LOC105342922	3-oxo-5-alpha-steroid 4-dehydrogenase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109617184	LOC109617184	uncharacterized LOC109617184	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318604	LOC105318604	fibronectin type III domain-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334682	LOC105334682	kelch-like protein 24	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342398	LOC105342398	tetratricopeptide repeat protein 7B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325518	LOC105325518	proton channel OtopLc	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349196	LOC105349196	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345094	LOC105345094	cGMP-dependent protein kinase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335827	LOC105335827	uncharacterized LOC105335827	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345865	Maoa	monoamine oxidase A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346898	LOC105346898	mucin-22	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319346	LOC105319346	uncharacterized LOC105319346	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327726	LOC105327726	homeobox protein vab-7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340982	LOC105340982	eEF1A lysine and N-terminal methyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320951	LOC105320951	small integral membrane protein 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327453	LOC105327453	uncharacterized LOC105327453	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347658	LOC105347658	DNA damage-binding protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317540	LOC105317540	nucleolar and coiled-body phosphoprotein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338997	LOC105338997	transcription factor ovo-like homolog lin-48	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342907	LOC105342907	uncharacterized LOC105342907	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687981	LOC117687981	uncharacterized LOC117687981	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684701	LOC117684701	tigger transposable element-derived protein 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337238	LOC105337238	catenin alpha-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337729	LOC105337729	protein Wnt-7b	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345062	LOC105345062	nucleolar protein 56	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323284	LOC105323284	liprin-beta-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340617	LOC105340617	kinesin light chain	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329898	LOC105329898	sodium-coupled monocarboxylate transporter 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337337	LOC105337337	E3 ubiquitin-protein ligase RNF113A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271109	LOC136271109	uncharacterized LOC136271109	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337693	LOC105337693	PAX-interacting protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326550	LOC105326550	AMP deaminase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338648	LOC105338648	ectonucleoside triphosphate diphosphohydrolase 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323880	LOC105323880	probable glucosamine 6-phosphate N-acetyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340468	LOC105340468	actin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343139	LOC105343139	ephrin type-A receptor 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320626	LOC105320626	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326135	LOC105326135	uncharacterized LOC105326135	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274972	LOC136274972	uncharacterized LOC136274972	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348514	LOC105348514	uncharacterized LOC105348514	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681423	LOC117681423	uncharacterized LOC117681423	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276092	LOC136276092	serine-rich adhesin for platelets-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323591	LOC105323591	ankyrin repeat and SOCS box protein 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109620217	LOC109620217	uncharacterized LOC109620217	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346614	LOC105346614	cytochrome b5-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317167	LOC105317167	uncharacterized LOC105317167	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272762	LOC136272762	uncharacterized LOC136272762	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338790	LOC105338790	uncharacterized LOC105338790	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349021	LOC105349021	protein dpy-30 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337754	LOC105337754	lipoyl synthase, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318294	LOC105318294	T-complex protein 1 subunit epsilon	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348648	LOC105348648	DNA polymerase subunit gamma-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336723	LOC105336723	protein rolling stone	protein_coding	GCF_963853765.1-RS_2024_06
